,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120
T33,35.34885036507239,33.30526419665204,33.30526419665205,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,28.578343652324268,28.578343652324268,28.57834365232427,28.57834365232427,28.57834365232427,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.37928226051374,24.37928226051374,24.37928226051374,24.379282260513737,24.379282260513737,24.379282260513737,11.953830996593137,0.0,3.499246590410313,3.499246590410313,3.499246590410313,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.77396144140452,72.77396144140452,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.7739614414045,72.7739614414045,72.7739614414045
T34,35.34885036507239,33.30526419665204,33.30526419665205,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,28.578343652324264,28.578343652324264,28.578343652324268,28.578343652324268,28.57834365232427,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.37928226051374,24.37928226051374,24.37928226051374,24.379282260513737,24.379282260513737,24.379282260513737,11.953830996593137,3.499246590410313,0.0,0.5334673583463988,0.5334673583463988,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.77396144140452,72.77396144140452,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.7739614414045,72.7739614414045,72.7739614414045
T35,35.34885036507239,33.30526419665204,33.30526419665205,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,28.578343652324264,28.578343652324264,28.578343652324268,28.578343652324268,28.57834365232427,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.37928226051374,24.37928226051374,24.37928226051374,24.379282260513737,24.379282260513737,24.379282260513737,11.953830996593137,3.499246590410313,0.5334673583463988,0.0,0.06686946327257784,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.77396144140452,72.77396144140452,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.7739614414045,72.7739614414045,72.7739614414045
T36,35.34885036507239,33.30526419665204,33.30526419665205,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,33.30526419665204,28.578343652324264,28.578343652324264,28.578343652324268,28.578343652324268,28.57834365232427,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.379282260513737,24.37928226051374,24.37928226051374,24.37928226051374,24.379282260513737,24.379282260513737,24.379282260513737,11.953830996593137,3.499246590410313,0.5334673583463988,0.06686946327257784,0.0,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.77396144140452,72.77396144140452,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.77396144140451,72.7739614414045,72.7739614414045,72.7739614414045
T37,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,0.0,8.499243665739968,11.109141828803725,11.47746567469818,11.47746567469818,11.47746567469818,11.47746567469818,11.47746567469818,13.908129183638666,13.908129183638666,13.908129183638664,13.908129183638666,13.908129183638664,23.400758370723068,26.4914999020215,26.491499902021502,26.491499902021502,26.4914999020215,26.4914999020215,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T38,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,8.499243665739968,0.0,11.109141828803725,11.47746567469818,11.47746567469818,11.47746567469818,11.47746567469818,11.47746567469818,13.908129183638666,13.908129183638666,13.908129183638664,13.908129183638666,13.908129183638664,23.400758370723068,26.4914999020215,26.491499902021502,26.491499902021502,26.4914999020215,26.4914999020215,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T39,67.0862608937911,67.08626089379109,67.0862608937911,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.0862608937911,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,11.109141828803725,11.109141828803725,0.0,11.477465674698177,11.477465674698177,11.477465674698177,11.477465674698177,11.477465674698177,13.908129183638662,13.908129183638662,13.90812918363866,13.908129183638662,13.90812918363866,23.40075837072306,26.491499902021495,26.491499902021495,26.491499902021495,26.491499902021495,26.491499902021495,43.226502269054414,43.226502269054414,43.226502269054414,43.226502269054414,43.22650226905441,43.226502269054414,43.226502269054414,43.226502269054414,43.226502269054414,43.226502269054414,43.226502269054414,43.226502269054414,43.226502269054414,43.226502269054414,43.226502269054414,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T40,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,11.47746567469818,11.47746567469818,11.477465674698177,0.0,0.6393988861817833,0.6393988861817833,2.675197950001274,2.675197950001274,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638666,23.400758370723068,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T41,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,11.47746567469818,11.47746567469818,11.477465674698177,0.6393988861817833,0.0,0.5364121044161119,2.675197950001274,2.675197950001274,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638666,23.400758370723068,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T42,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,11.47746567469818,11.47746567469818,11.477465674698177,0.6393988861817833,0.5364121044161119,0.0,2.675197950001274,2.675197950001274,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638666,23.400758370723068,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T43,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,11.47746567469818,11.47746567469818,11.477465674698177,2.675197950001274,2.675197950001274,2.675197950001274,0.0,2.1255695706194224,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638666,23.400758370723068,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T44,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,11.47746567469818,11.47746567469818,11.477465674698177,2.675197950001274,2.675197950001274,2.675197950001274,2.1255695706194224,0.0,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638666,23.400758370723068,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T45,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,13.908129183638666,13.908129183638666,13.908129183638662,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,0.0,3.2961030133426394,6.293190670186144,10.175608249618453,10.17560824961845,23.400758370723068,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
T46,67.08626089379112,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.0862608937911,67.0862608937911,67.08626089379109,67.08626089379109,67.0862608937911,67.0862608937911,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379109,67.08626089379109,67.08626089379112,67.08626089379112,67.08626089379112,67.08626089379112,13.908129183638666,13.908129183638666,13.908129183638662,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,13.908129183638668,3.2961030133426394,0.0,6.293190670186144,10.175608249618453,10.17560824961845,23.400758370723068,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,26.491499902021502,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,43.22650226905442,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045,72.7739614414045
